v,comuna,manzana,predio,rol,_ok,_status,nombreComuna,direccion_sii,lat,lon,valorTotal,valorAfecto,valorExento,supTerreno,supConsMt2,supConsMt3,valorComercial_clp_m2,txt_direccion,txt_avaluo_total,txt_avaluo_exento,txt_cuota_trimestral,txt_serie,txt_ind_aseo,txt_anio_term_exencion,txt_cod_ubicacion,txt_cod_destino,_extra_json,ah,ah_coefVariacion,ah_eac,ah_eacano,ah_mediana,ah_numeroMuestras,ah_rangoSuperficie,ah_utm_x,ah_utm_y,ah_valorUnitario,cap__observatorio_de_mercado_de_suelo_urbano_2025__comuna,cap__observatorio_de_mercado_de_suelo_urbano_2025__código_área_homogénea,cap__observatorio_de_mercado_de_suelo_urbano_2025__región,cap__observatorio_de_mercado_de_suelo_urbano_2025__transacciones_destino_bodega,cap__observatorio_de_mercado_de_suelo_urbano_2025__transacciones_destino_comercio,cap__observatorio_de_mercado_de_suelo_urbano_2025__transacciones_destino_estacionamiento,cap__observatorio_de_mercado_de_suelo_urbano_2025__transacciones_destino_industria,cap__observatorio_de_mercado_de_suelo_urbano_2025__transacciones_destino_oficina,cap__observatorio_de_mercado_de_suelo_urbano_2025__transacciones_destino_sitio_eriazo,cap__observatorio_de_mercado_de_suelo_urbano_2025__transacciones_habitacional_casa,cap__observatorio_de_mercado_de_suelo_urbano_2025__transacciones_habitacional_departamento,cap__observatorio_de_mercado_de_suelo_urbano_2025__transacciones_otros_destinos,cap__observatorio_de_mercado_de_suelo_urbano_2025__valor_comercial_m²_de_suelo,cap__áreas_homogéneas_rav_sne_2025__código_área_homogénea,cap__áreas_homogéneas_rav_sne_2025__código_área_homogénea__2,cap__áreas_homogéneas_rav_sne_2025__rango_superficie_predial_en_m²,cap__áreas_homogéneas_rav_sne_2025__rango_superficie_predial_en_m²__2,cap__áreas_homogéneas_rav_sne_2025__valor_m²_de_terreno,cap__áreas_homogéneas_rav_sne_2025__valor_m²_de_terreno__2,destinoDescripcion,eacano,eacs,eacsDescripcion,existePredio,medidaSup,medidaSupConst,obs_codigo_area_homogenea,obs_comuna,obs_region,obs_tx_destino_bodega,obs_tx_destino_comercio,obs_tx_destino_estacionamiento,obs_tx_destino_industria,obs_tx_destino_oficina,obs_tx_destino_sitio_eriazo,obs_tx_habitacional_casa,obs_tx_habitacional_departamento,obs_tx_otros_destinos,obs_valor_comercial_m2_suelo,periodo,predioPublicado_comuna,predioPublicado_id,predioPublicado_manzana,predioPublicado_predio,predioPublicado_utm_x,predioPublicado_utm_y,rangoSuperficie,sector,tablaOrigen,ubicacion,_poly_idx,_match_method,pol_area_m2,dc_contribucion_semestral,dc_cod_destino,dc_avaluo_fiscal,dc_avaluo_exento,dc_sup_terreno,dc_cod_ubicacion,dc_direccion,dc_bc1_comuna,dc_bc1_manzana,dc_bc1_predio,dc_bc2_comuna,dc_bc2_manzana,dc_bc2_predio,dc_padre_comuna,dc_padre_manzana,dc_padre_predio,n_lineas_construccion,sup_construida_total,anio_construccion_min,anio_construccion_max,materiales,calidades,pisos_max,serie,destino_limpio,distancia_tramo_m
16106|01958|00204,16106.0,1958.0,204.0,01958-00204,True,200.0,SAN MIGUEL,LLANO SUBERCASEAUX 2909 BX 69 SUBT 1,-33.481214,-70.649741,7027405.0,7027405.0,0.0,0.0,0.0,0.0,442048.0,LLANO SUBERCASEAUX 2909 BX 69,6923552.0,0.0,18469.0,N,,0.0,U,Z,,XMB068,,,,,,,,,,SAN MIGUEL,XMB068,XIII Región Metropolitana,184.0,7.0,246.0,0.0,25.0,0.0,2.0,295.0,0.0,"19,62 UF",XMB068,, 260 - 1.670  m²,,$442.048,,ESTACIONAMIENTO,2022.0,14.0,RAV NO AGRICOLA 2022,1.0,m²,m²,XMB068,SAN MIGUEL,XIII Región Metropolitana,184.0,7.0,246.0,0.0,25.0,0.0,2.0,295.0,0.0,"19,62 UF",PRIMER SEMESTRE DE 2026,16106.0,127538123.0,1958.0,90001.0,346721.72495,6294146.0434,,0.0,PREDIOS_NACIONAL,URBANA,969.0,1_contains,3561.505097560483,36938.0,Z,6923552.0,0.0,0.0,U,LLANO SUBERCASEAUX 2909 BX 69,16106.0,1958.0,90001.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,2008.0,2008.0,B,4,21.0,N,Estacionamiento,214.1046182403918
16106|01752|00231,16106.0,1752.0,231.0,01752-00231,True,200.0,SAN MIGUEL,ARCADIA 1211 L D 17 ,-33.479857,-70.64938,5649488.0,5649488.0,0.0,0.0,0.0,0.0,442048.0,ARCADIA 1211 L D 17,5565998.0,0.0,14848.0,N,,0.0,U,C,,XMB068,,,,,,,,,,SAN MIGUEL,XMB068,XIII Región Metropolitana,184.0,7.0,246.0,0.0,25.0,0.0,2.0,295.0,0.0,"19,62 UF",XMB068,, 260 - 1.670  m²,,$442.048,,COMERCIO,2022.0,14.0,RAV NO AGRICOLA 2022,1.0,m²,m²,XMB068,SAN MIGUEL,XIII Región Metropolitana,184.0,7.0,246.0,0.0,25.0,0.0,2.0,295.0,0.0,"19,62 UF",PRIMER SEMESTRE DE 2026,16106.0,127550997.0,1752.0,90040.0,346752.88705,6294297.0573,,0.0,PREDIOS_NACIONAL,URBANA,678.0,1_contains,5085.813945293344,29696.0,C,5565998.0,0.0,0.0,U,ARCADIA 1211 L D 17,16106.0,1752.0,90040.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1984.0,1984.0,A,4,1.0,N,Comercio,60.07922600654912
16106|01752|00276,16106.0,1752.0,276.0,01752-00276,True,200.0,SAN MIGUEL,C VALDOVINOS 1214 L F 10 ,-33.479857,-70.64938,5649488.0,5649488.0,0.0,0.0,0.0,0.0,442048.0,C VALDOVINOS 1214 L F 10,5565998.0,0.0,14848.0,N,,0.0,U,C,,XMB068,,,,,,,,,,SAN MIGUEL,XMB068,XIII Región Metropolitana,184.0,7.0,246.0,0.0,25.0,0.0,2.0,295.0,0.0,"19,62 UF",XMB068,, 260 - 1.670  m²,,$442.048,,COMERCIO,2022.0,14.0,RAV NO AGRICOLA 2022,1.0,m²,m²,XMB068,SAN MIGUEL,XIII Región Metropolitana,184.0,7.0,246.0,0.0,25.0,0.0,2.0,295.0,0.0,"19,62 UF",PRIMER SEMESTRE DE 2026,16106.0,127550997.0,1752.0,90040.0,346752.88705,6294297.0573,,0.0,PREDIOS_NACIONAL,URBANA,678.0,1_contains,5085.813945293344,29696.0,C,5565998.0,0.0,0.0,U,C VALDOVINOS 1214 L F 10,16106.0,1752.0,90040.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1984.0,1984.0,A,4,1.0,N,Comercio,60.07922600654912
16106|01752|00244,16106.0,1752.0,244.0,01752-00244,True,200.0,SAN MIGUEL,ARCADIA 1213 L E 5 ,-33.479857,-70.64938,5649488.0,5649488.0,0.0,0.0,0.0,0.0,442048.0,ARCADIA 1213 L E 5,5565998.0,0.0,14848.0,N,,0.0,U,C,,XMB068,,,,,,,,,,SAN MIGUEL,XMB068,XIII Región Metropolitana,184.0,7.0,246.0,0.0,25.0,0.0,2.0,295.0,0.0,"19,62 UF",XMB068,, 260 - 1.670  m²,,$442.048,,COMERCIO,2022.0,14.0,RAV NO AGRICOLA 2022,1.0,m²,m²,XMB068,SAN MIGUEL,XIII Región Metropolitana,184.0,7.0,246.0,0.0,25.0,0.0,2.0,295.0,0.0,"19,62 UF",PRIMER SEMESTRE DE 2026,16106.0,127550997.0,1752.0,90040.0,346752.88705,6294297.0573,,0.0,PREDIOS_NACIONAL,URBANA,678.0,1_contains,5085.813945293344,29696.0,C,5565998.0,0.0,0.0,U,ARCADIA 1213 L E 5,16106.0,1752.0,90040.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1984.0,1984.0,A,4,1.0,N,Comercio,60.07922600654912
16106|01954|00179,16106.0,1954.0,179.0,01954-00179,True,200.0,SAN MIGUEL,LLANO SUBERCASEAUX 2959 BX 51 BD 70,-33.481589,-70.64985,14720445.0,14720445.0,0.0,0.0,0.0,0.0,442048.0,LLANO SUBERCASEAUX 2959 BX 51,14502901.0,0.0,38687.0,N,,0.0,U,Z,,XMB068,,,,,,,,,,SAN MIGUEL,XMB068,XIII Región Metropolitana,184.0,7.0,246.0,0.0,25.0,0.0,2.0,295.0,0.0,"19,62 UF",XMB068,, 260 - 1.670  m²,,$442.048,,ESTACIONAMIENTO,2022.0,14.0,RAV NO AGRICOLA 2022,1.0,m²,m²,XMB068,SAN MIGUEL,XIII Región Metropolitana,184.0,7.0,246.0,0.0,25.0,0.0,2.0,295.0,0.0,"19,62 UF",PRIMER SEMESTRE DE 2026,16106.0,127538121.0,1954.0,90001.0,346712.2924,6294104.26795,,0.0,PREDIOS_NACIONAL,URBANA,1048.0,1_contains,3768.246951455715,77374.0,Z,14502901.0,0.0,0.0,U,LLANO SUBERCASEAUX 2959 BX 51,16106.0,1954.0,90001.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,2005.0,2005.0,B,4,17.0,N,Estacionamiento,256.9385812805074
16106|01752|00230,16106.0,1752.0,230.0,01752-00230,True,200.0,SAN MIGUEL,ARCADIA 1211 L D 18 ,-33.479857,-70.64938,6779022.0,6779022.0,0.0,0.0,0.0,0.0,442048.0,ARCADIA 1211 L D 18,6678839.0,0.0,17817.0,N,,0.0,U,C,,XMB068,,,,,,,,,,SAN MIGUEL,XMB068,XIII Región Metropolitana,184.0,7.0,246.0,0.0,25.0,0.0,2.0,295.0,0.0,"19,62 UF",XMB068,, 260 - 1.670  m²,,$442.048,,COMERCIO,2022.0,14.0,RAV NO AGRICOLA 2022,1.0,m²,m²,XMB068,SAN MIGUEL,XIII Región Metropolitana,184.0,7.0,246.0,0.0,25.0,0.0,2.0,295.0,0.0,"19,62 UF",PRIMER SEMESTRE DE 2026,16106.0,127550997.0,1752.0,90040.0,346752.88705,6294297.0573,,0.0,PREDIOS_NACIONAL,URBANA,678.0,1_contains,5085.813945293344,35634.0,C,6678839.0,0.0,0.0,U,ARCADIA 1211 L D 18,16106.0,1752.0,90040.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1984.0,1984.0,A,4,1.0,N,Comercio,60.07922600654912
16106|01954|00254,16106.0,1954.0,254.0,01954-00254,True,200.0,SAN MIGUEL,LLANO SUBERCASEAUX 2959 BD 65 ,-33.481589,-70.64985,2503768.0,2503768.0,0.0,0.0,0.0,0.0,442048.0,LLANO SUBERCASEAUX 2959 BD 65,2466766.0,0.0,6580.0,N,,0.0,U,L,,XMB068,,,,,,,,,,SAN MIGUEL,XMB068,XIII Región Metropolitana,184.0,7.0,246.0,0.0,25.0,0.0,2.0,295.0,0.0,"19,62 UF",XMB068,, 260 - 1.670  m²,,$442.048,,BODEGA Y ALMACENAJE,2022.0,14.0,RAV NO AGRICOLA 2022,1.0,m²,m²,XMB068,SAN MIGUEL,XIII Región Metropolitana,184.0,7.0,246.0,0.0,25.0,0.0,2.0,295.0,0.0,"19,62 UF",PRIMER SEMESTRE DE 2026,16106.0,127538121.0,1954.0,90001.0,346712.2924,6294104.26795,,0.0,PREDIOS_NACIONAL,URBANA,1048.0,1_contains,3768.246951455715,13160.0,L,2466766.0,0.0,0.0,U,LLANO SUBERCASEAUX 2959 BD 65,16106.0,1954.0,90001.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2005.0,2005.0,B,4,17.0,N,Bodega / Almacenaje,256.9385812805074
16106|00354|00293,16106.0,354.0,293.0,00354-00293,True,200.0,SAN MIGUEL,MILAN 1259 BD 16 ,-33.47732,-70.650274,1038531.0,1038531.0,0.0,0.0,0.0,0.0,266986.0,MILAN 1259 BD 16,1023183.0,0.0,2730.0,N,,0.0,U,L,,HBB001,,,,,,,,,,SAN MIGUEL,HBB001,XIII Región Metropolitana,54.0,3.0,63.0,1.0,1.0,0.0,51.0,52.0,1.0,"11,85 UF",HBB001,, 40 - 550  m²,,$266.986,,BODEGA Y ALMACENAJE,2022.0,14.0,RAV NO AGRICOLA 2022,1.0,m²,m²,HBB001,SAN MIGUEL,XIII Región Metropolitana,54.0,3.0,63.0,1.0,1.0,0.0,51.0,52.0,1.0,"11,85 UF",PRIMER SEMESTRE DE 2026,16106.0,127540523.0,354.0,90180.0,346665.38095,6294576.96775,,0.0,PREDIOS_NACIONAL,URBANA,18.0,1_contains,2343.6092519159283,5460.0,L,1023183.0,0.0,0.0,U,MILAN 1259 BD 16,16106.0,354.0,90180.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2004.0,2004.0,B,4,16.0,N,Bodega / Almacenaje,120.91545218107692
16106|01952|00522,16106.0,1952.0,522.0,01952-00522,True,200.0,SAN MIGUEL,MAGDALENA VICUNA 1280 BD 79 ,-33.481127,-70.650309,3966238.0,3966238.0,0.0,0.0,0.0,0.0,317004.0,MAGDALENA VICUNA 1280 BD 79,3907623.0,0.0,10424.0,N,,0.0,U,L,,HMA070,,,,,,,,,,SAN MIGUEL,HMA070,XIII Región Metropolitana,44.0,0.0,61.0,0.0,0.0,0.0,4.0,78.0,0.0,"14,07 UF",HMA070,, 110 - 840  m²,,$317.004,,BODEGA Y ALMACENAJE,2022.0,14.0,RAV NO AGRICOLA 2022,1.0,m²,m²,HMA070,SAN MIGUEL,XIII Región Metropolitana,44.0,0.0,61.0,0.0,0.0,0.0,4.0,78.0,0.0,"14,07 UF",PRIMER SEMESTRE DE 2026,16106.0,127530541.0,1952.0,90320.0,346668.8531,6294154.76355,,0.0,PREDIOS_NACIONAL,URBANA,990.0,1_contains,5572.936623037822,20848.0,L,3907623.0,0.0,0.0,U,MAGDALENA VICUNA 1280 BD 79,16106.0,1952.0,90320.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2003.0,2003.0,B,4,16.0,N,Bodega / Almacenaje,220.32356699789761
16106|01752|00131,16106.0,1752.0,131.0,01752-00131,True,200.0,SAN MIGUEL,C VALDOVINOS 1206 L B 29 ,-33.479857,-70.64938,5649488.0,5649488.0,0.0,0.0,0.0,0.0,442048.0,C VALDOVINOS 1206 L B 29,5565998.0,0.0,14848.0,N,,0.0,U,C,,XMB068,,,,,,,,,,SAN MIGUEL,XMB068,XIII Región Metropolitana,184.0,7.0,246.0,0.0,25.0,0.0,2.0,295.0,0.0,"19,62 UF",XMB068,, 260 - 1.670  m²,,$442.048,,COMERCIO,2022.0,14.0,RAV NO AGRICOLA 2022,1.0,m²,m²,XMB068,SAN MIGUEL,XIII Región Metropolitana,184.0,7.0,246.0,0.0,25.0,0.0,2.0,295.0,0.0,"19,62 UF",PRIMER SEMESTRE DE 2026,16106.0,127550997.0,1752.0,90040.0,346752.88705,6294297.0573,,0.0,PREDIOS_NACIONAL,URBANA,678.0,1_contains,5085.813945293344,29696.0,C,5565998.0,0.0,0.0,U,C VALDOVINOS 1206 L B 29,16106.0,1752.0,90040.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1984.0,1984.0,A,4,1.0,N,Comercio,60.07922600654912
16106|01752|00250,16106.0,1752.0,250.0,01752-00250,True,200.0,SAN MIGUEL,C VALDOVINOS 1212 L E 33 ,-33.479857,-70.64938,5649488.0,5649488.0,0.0,0.0,0.0,0.0,442048.0,C VALDOVINOS 1212 L E 33,5565998.0,0.0,14848.0,N,,0.0,U,C,,XMB068,,,,,,,,,,SAN MIGUEL,XMB068,XIII Región Metropolitana,184.0,7.0,246.0,0.0,25.0,0.0,2.0,295.0,0.0,"19,62 UF",XMB068,, 260 - 1.670  m²,,$442.048,,COMERCIO,2022.0,14.0,RAV NO AGRICOLA 2022,1.0,m²,m²,XMB068,SAN MIGUEL,XIII Región Metropolitana,184.0,7.0,246.0,0.0,25.0,0.0,2.0,295.0,0.0,"19,62 UF",PRIMER SEMESTRE DE 2026,16106.0,127550997.0,1752.0,90040.0,346752.88705,6294297.0573,,0.0,PREDIOS_NACIONAL,URBANA,678.0,1_contains,5085.813945293344,29696.0,C,5565998.0,0.0,0.0,U,C VALDOVINOS 1212 L E 33,16106.0,1752.0,90040.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1984.0,1984.0,A,4,1.0,N,Comercio,60.07922600654912
16106|01748|00041,16106.0,1748.0,41.0,01748-00041,True,200.0,SAN MIGUEL,C VALDOVINOS 1056 ,-33.47992,-70.647569,105391790.0,105391790.0,0.0,0.0,0.0,0.0,194438.0,C VALDOVINOS 1056,103834270.0,0.0,276979.0,N,,0.0,U,I,,XBB002,0.0,14.0,2022.0,0.0,0.0,70 - 540,347191.85705,6294186.2261,154130.0,SAN MIGUEL,XBB002,XIII Región Metropolitana,350.0,8.0,279.0,7.0,1.0,1.0,17.0,439.0,4.0,"8,63 UF",CMM010,XBB002, 130 - 580  m², 70 - 540  m²,$331.423,$194.438,INDUSTRIA,2022.0,14.0,RAV NO AGRICOLA 2022,1.0,m²,m²,XBB002,SAN MIGUEL,XIII Región Metropolitana,350.0,8.0,279.0,7.0,1.0,1.0,17.0,439.0,4.0,"8,63 UF",PRIMER SEMESTRE DE 2026,16106.0,127524629.0,1748.0,41.0,346921.32775,6294292.651,70 - 540,0.0,PREDIOS_NACIONAL,URBANA,639.0,1_contains,272.0897533796094,553958.0,I,103834270.0,0.0,264.0,U,C VALDOVINOS 1056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,213.0,1945.0,1978.0,C|GA,2|4,1.0,N,Industria,177.43491166831126
16106|01958|00423,16106.0,1958.0,423.0,01958-00423,True,200.0,SAN MIGUEL,LLANO SUBERCASEAUX 2909 BD 145 PISO 1,-33.481214,-70.649741,1738208.0,1738208.0,0.0,0.0,0.0,0.0,442048.0,LLANO SUBERCASEAUX 2909 BD 145,1712520.0,0.0,4568.0,N,,0.0,U,L,,XMB068,,,,,,,,,,SAN MIGUEL,XMB068,XIII Región Metropolitana,184.0,7.0,246.0,0.0,25.0,0.0,2.0,295.0,0.0,"19,62 UF",XMB068,, 260 - 1.670  m²,,$442.048,,BODEGA Y ALMACENAJE,2022.0,14.0,RAV NO AGRICOLA 2022,1.0,m²,m²,XMB068,SAN MIGUEL,XIII Región Metropolitana,184.0,7.0,246.0,0.0,25.0,0.0,2.0,295.0,0.0,"19,62 UF",PRIMER SEMESTRE DE 2026,16106.0,127538123.0,1958.0,90001.0,346721.72495,6294146.0434,,0.0,PREDIOS_NACIONAL,URBANA,969.0,1_contains,3561.505097560483,9136.0,L,1712520.0,0.0,0.0,U,LLANO SUBERCASEAUX 2909 BD 145,16106.0,1958.0,90001.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2008.0,2008.0,B,4,21.0,N,Bodega / Almacenaje,214.1046182403918
16106|01958|00419,16106.0,1958.0,419.0,01958-00419,True,200.0,SAN MIGUEL,LLANO SUBERCASEAUX 2909 BD 141 PISO 1,-33.481214,-70.649741,1532794.0,1532794.0,0.0,0.0,0.0,0.0,442048.0,LLANO SUBERCASEAUX 2909 BD 141,1510142.0,0.0,4029.0,N,,0.0,U,L,,XMB068,,,,,,,,,,SAN MIGUEL,XMB068,XIII Región Metropolitana,184.0,7.0,246.0,0.0,25.0,0.0,2.0,295.0,0.0,"19,62 UF",XMB068,, 260 - 1.670  m²,,$442.048,,BODEGA Y ALMACENAJE,2022.0,14.0,RAV NO AGRICOLA 2022,1.0,m²,m²,XMB068,SAN MIGUEL,XIII Región Metropolitana,184.0,7.0,246.0,0.0,25.0,0.0,2.0,295.0,0.0,"19,62 UF",PRIMER SEMESTRE DE 2026,16106.0,127538123.0,1958.0,90001.0,346721.72495,6294146.0434,,0.0,PREDIOS_NACIONAL,URBANA,969.0,1_contains,3561.505097560483,8058.0,L,1510142.0,0.0,0.0,U,LLANO SUBERCASEAUX 2909 BD 141,16106.0,1958.0,90001.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2008.0,2008.0,B,4,21.0,N,Bodega / Almacenaje,214.1046182403918
16106|01964|00101,16106.0,1964.0,101.0,01964-00101,True,200.0,SAN MIGUEL,RICARDO MORALES 2959 BX 9 BD 5,-33.480873,-70.652021,20542821.0,20542821.0,0.0,0.0,0.0,0.0,317004.0,RICARDO MORALES 2959 BX 9,20239232.0,0.0,53988.0,N,,0.0,U,Z,,HMA070,,,,,,,,,,SAN MIGUEL,HMA070,XIII Región Metropolitana,44.0,0.0,61.0,0.0,0.0,0.0,4.0,78.0,0.0,"14,07 UF",HMA070,, 110 - 840  m²,,$317.004,,ESTACIONAMIENTO,2022.0,14.0,RAV NO AGRICOLA 2022,1.0,m²,m²,HMA070,SAN MIGUEL,XIII Región Metropolitana,44.0,0.0,61.0,0.0,0.0,0.0,4.0,78.0,0.0,"14,07 UF",PRIMER SEMESTRE DE 2026,16106.0,127538871.0,1964.0,90001.0,346509.3174,6294180.4311,,0.0,PREDIOS_NACIONAL,URBANA,888.0,1_contains,3470.927381494863,107976.0,Z,20239232.0,0.0,0.0,U,RICARDO MORALES 2959 BX 9,16106.0,1964.0,90001.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,18.0,2011.0,2011.0,B,3,15.0,N,Estacionamiento,295.2417567990888
16106|00848|00734,16106.0,848.0,734.0,00848-00734,True,200.0,SAN MIGUEL,RIVAS 1050 BD 176 ,-33.479299,-70.647374,2197058.0,2197058.0,0.0,0.0,0.0,0.0,194438.0,RIVAS 1050 BD 176,2164589.0,0.0,5775.0,N,,0.0,U,L,,XBB002,,,,,,,,,,SAN MIGUEL,XBB002,XIII Región Metropolitana,350.0,8.0,279.0,7.0,1.0,1.0,17.0,439.0,4.0,"8,63 UF",XBB002,, 70 - 540  m²,,$194.438,,BODEGA Y ALMACENAJE,2022.0,14.0,RAV NO AGRICOLA 2022,1.0,m²,m²,XBB002,SAN MIGUEL,XIII Región Metropolitana,350.0,8.0,279.0,7.0,1.0,1.0,17.0,439.0,4.0,"8,63 UF",PRIMER SEMESTRE DE 2026,16106.0,151458497.0,848.0,90029.0,346938.33685,6294361.8048,,0.0,PREDIOS_NACIONAL,URBANA,568.0,1_contains,8347.324934022563,11550.0,L,2164589.0,0.0,0.0,U,RIVAS 1050 BD 176,16106.0,848.0,90029.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2018.0,2018.0,B,4,25.0,N,Bodega / Almacenaje,182.4072704445809
16106|01752|00048,16106.0,1752.0,48.0,01752-00048,True,200.0,SAN MIGUEL,C VALDOVINOS 1204 L A 46 ,-33.479857,-70.64938,4519954.0,4519954.0,0.0,0.0,0.0,0.0,442048.0,C VALDOVINOS 1204 L A 46,4453157.0,0.0,11880.0,N,,0.0,U,C,,XMB068,,,,,,,,,,SAN MIGUEL,XMB068,XIII Región Metropolitana,184.0,7.0,246.0,0.0,25.0,0.0,2.0,295.0,0.0,"19,62 UF",XMB068,, 260 - 1.670  m²,,$442.048,,COMERCIO,2022.0,14.0,RAV NO AGRICOLA 2022,1.0,m²,m²,XMB068,SAN MIGUEL,XIII Región Metropolitana,184.0,7.0,246.0,0.0,25.0,0.0,2.0,295.0,0.0,"19,62 UF",PRIMER SEMESTRE DE 2026,16106.0,127550997.0,1752.0,90040.0,346752.88705,6294297.0573,,0.0,PREDIOS_NACIONAL,URBANA,678.0,1_contains,5085.813945293344,23760.0,C,4453157.0,0.0,0.0,U,C VALDOVINOS 1204 L A 46,16106.0,1752.0,90040.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1984.0,1984.0,A,4,1.0,N,Comercio,60.07922600654912
16106|00652|00268,16106.0,652.0,268.0,00652-00268,True,200.0,SAN MIGUEL,MILAN 1242 BD 37 ,-33.477976,-70.650177,1791364.0,1791364.0,0.0,0.0,0.0,0.0,266986.0,MILAN 1242 BD 37,1764891.0,0.0,4709.0,N,,0.0,U,L,,HBB001,,,,,,,,,,SAN MIGUEL,HBB001,XIII Región Metropolitana,54.0,3.0,63.0,1.0,1.0,0.0,51.0,52.0,1.0,"11,85 UF",HBB001,, 40 - 550  m²,,$266.986,,BODEGA Y ALMACENAJE,2022.0,14.0,RAV NO AGRICOLA 2022,1.0,m²,m²,HBB001,SAN MIGUEL,XIII Región Metropolitana,54.0,3.0,63.0,1.0,1.0,0.0,51.0,52.0,1.0,"11,85 UF",PRIMER SEMESTRE DE 2026,16106.0,152450014.0,652.0,90072.0,346675.55875,6294504.43532299,,0.0,PREDIOS_NACIONAL,URBANA,222.0,1_contains,4003.160614679665,9418.0,L,1764891.0,0.0,0.0,U,MILAN 1242 BD 37,16106.0,652.0,90072.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2022.0,2022.0,B,4,1.0,N,Bodega / Almacenaje,58.145216885124164
16106|01964|00254,16106.0,1964.0,254.0,01964-00254,True,200.0,SAN MIGUEL,RICARDO MORALES 2959 BD 70 ,-33.480873,-70.652021,2936358.0,2936358.0,0.0,0.0,0.0,0.0,317004.0,RICARDO MORALES 2959 BD 70,2892963.0,0.0,7717.0,N,,0.0,U,L,,HMA070,,,,,,,,,,SAN MIGUEL,HMA070,XIII Región Metropolitana,44.0,0.0,61.0,0.0,0.0,0.0,4.0,78.0,0.0,"14,07 UF",HMA070,, 110 - 840  m²,,$317.004,,BODEGA Y ALMACENAJE,2022.0,14.0,RAV NO AGRICOLA 2022,1.0,m²,m²,HMA070,SAN MIGUEL,XIII Región Metropolitana,44.0,0.0,61.0,0.0,0.0,0.0,4.0,78.0,0.0,"14,07 UF",PRIMER SEMESTRE DE 2026,16106.0,127538871.0,1964.0,90001.0,346509.3174,6294180.4311,,0.0,PREDIOS_NACIONAL,URBANA,888.0,1_contains,3470.927381494863,15434.0,L,2892963.0,0.0,0.0,U,RICARDO MORALES 2959 BD 70,16106.0,1964.0,90001.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2011.0,2011.0,B,4,15.0,N,Bodega / Almacenaje,295.2417567990888
16106|01752|00006,16106.0,1752.0,6.0,01752-00006,True,200.0,SAN MIGUEL,ARCADIA 1289 ,-33.479847,-70.650279,118641526.0,58610816.0,60030710.0,0.0,0.0,0.0,259551.0,ARCADIA 1289,116888196.0,59143557.0,0.0,N,,0.0,U,H,,HMB005,0.0,14.0,2022.0,0.0,0.0,180 - 440,346139.542567912,6293828.6081,205745.0,SAN MIGUEL,HMB005,XIII Región Metropolitana,267.0,3.0,285.0,1.0,0.0,1.0,22.0,356.0,1.0,"11,52 UF",HMB005,, 180 - 440  m²,,$259.551,,HABITACIONAL,2022.0,14.0,RAV NO AGRICOLA 2022,1.0,m²,m²,HMB005,SAN MIGUEL,XIII Región Metropolitana,267.0,3.0,285.0,1.0,0.0,1.0,22.0,356.0,1.0,"11,52 UF",PRIMER SEMESTRE DE 2026,16106.0,127551039.0,1752.0,6.0,346669.3153,6294296.7984,180 - 440,0.0,PREDIOS_NACIONAL,URBANA,629.0,1_contains,569.8550798189993,0.0,H,116888196.0,59143557.0,350.0,U,ARCADIA 1289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,197.0,1929.0,1929.0,C,4|5,1.0,N,Habitacional,102.11322450127983
