v,comuna,manzana,predio,rol,_ok,_status,nombreComuna,direccion_sii,lat,lon,valorTotal,valorAfecto,valorExento,supTerreno,supConsMt2,supConsMt3,valorComercial_clp_m2,txt_direccion,txt_avaluo_total,txt_avaluo_exento,txt_cuota_trimestral,txt_serie,txt_ind_aseo,txt_anio_term_exencion,txt_cod_ubicacion,txt_cod_destino,_extra_json,ah,ah_coefVariacion,ah_eac,ah_eacano,ah_mediana,ah_numeroMuestras,ah_rangoSuperficie,ah_utm_x,ah_utm_y,ah_valorUnitario,cap__observatorio_de_mercado_de_suelo_urbano_2025__comuna,cap__observatorio_de_mercado_de_suelo_urbano_2025__código_área_homogénea,cap__observatorio_de_mercado_de_suelo_urbano_2025__región,cap__observatorio_de_mercado_de_suelo_urbano_2025__transacciones_destino_bodega,cap__observatorio_de_mercado_de_suelo_urbano_2025__transacciones_destino_comercio,cap__observatorio_de_mercado_de_suelo_urbano_2025__transacciones_destino_estacionamiento,cap__observatorio_de_mercado_de_suelo_urbano_2025__transacciones_destino_industria,cap__observatorio_de_mercado_de_suelo_urbano_2025__transacciones_destino_oficina,cap__observatorio_de_mercado_de_suelo_urbano_2025__transacciones_destino_sitio_eriazo,cap__observatorio_de_mercado_de_suelo_urbano_2025__transacciones_habitacional_casa,cap__observatorio_de_mercado_de_suelo_urbano_2025__transacciones_habitacional_departamento,cap__observatorio_de_mercado_de_suelo_urbano_2025__transacciones_otros_destinos,cap__observatorio_de_mercado_de_suelo_urbano_2025__valor_comercial_m²_de_suelo,cap__áreas_homogéneas_rav_sne_2025__código_área_homogénea,cap__áreas_homogéneas_rav_sne_2025__código_área_homogénea__2,cap__áreas_homogéneas_rav_sne_2025__rango_superficie_predial_en_m²,cap__áreas_homogéneas_rav_sne_2025__rango_superficie_predial_en_m²__2,cap__áreas_homogéneas_rav_sne_2025__valor_m²_de_terreno,cap__áreas_homogéneas_rav_sne_2025__valor_m²_de_terreno__2,destinoDescripcion,eacano,eacs,eacsDescripcion,existePredio,medidaSup,medidaSupConst,obs_codigo_area_homogenea,obs_comuna,obs_region,obs_tx_destino_bodega,obs_tx_destino_comercio,obs_tx_destino_estacionamiento,obs_tx_destino_industria,obs_tx_destino_oficina,obs_tx_destino_sitio_eriazo,obs_tx_habitacional_casa,obs_tx_habitacional_departamento,obs_tx_otros_destinos,obs_valor_comercial_m2_suelo,periodo,predioPublicado_comuna,predioPublicado_id,predioPublicado_manzana,predioPublicado_predio,predioPublicado_utm_x,predioPublicado_utm_y,rangoSuperficie,sector,tablaOrigen,ubicacion,_poly_idx,_match_method,pol_area_m2,dc_contribucion_semestral,dc_cod_destino,dc_avaluo_fiscal,dc_avaluo_exento,dc_sup_terreno,dc_cod_ubicacion,dc_direccion,dc_bc1_comuna,dc_bc1_manzana,dc_bc1_predio,dc_bc2_comuna,dc_bc2_manzana,dc_bc2_predio,dc_padre_comuna,dc_padre_manzana,dc_padre_predio,n_lineas_construccion,sup_construida_total,anio_construccion_min,anio_construccion_max,materiales,calidades,pisos_max,serie,destino_limpio,distancia_tramo_m
16106|01760|00534,16106.0,1760.0,534.0,01760-00534,True,200.0,SAN MIGUEL,ARCADIA 1431 BD 244 ,-33.479395,-70.652993,1517185.0,1517185.0,0.0,0.0,0.0,0.0,259551.0,ARCADIA 1431 BD 244,1494764.0,0.0,3988.0,N,,0.0,U,L,,HMB005,,,,,,,,,,SAN MIGUEL,HMB005,XIII Región Metropolitana,267.0,3.0,285.0,1.0,0.0,1.0,22.0,356.0,1.0,"11,52 UF",HMB005,, 180 - 440  m²,,$259.551,,BODEGA Y ALMACENAJE,2022.0,14.0,RAV NO AGRICOLA 2022,1.0,m²,m²,HMB005,SAN MIGUEL,XIII Región Metropolitana,267.0,3.0,285.0,1.0,0.0,1.0,22.0,356.0,1.0,"11,52 UF",PRIMER SEMESTRE DE 2026,16106.0,127548719.0,1761.0,90017.0,346416.31483125,6294342.9243125,,0.0,PREDIOS_NACIONAL,URBANA,520.0,1_contains,3720.90761362951,7976.0,L,1494764.0,0.0,0.0,U,ARCADIA 1431 BD 244,16106.0,1761.0,90017.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2023.0,2023.0,B,4,17.0,N,Bodega / Almacenaje,250.86431013578272
16106|01956|00349,16106.0,1956.0,349.0,01956-00349,True,200.0,SAN MIGUEL,RICARDO MORALES 2994 BX 82 ,-33.481316,-70.651229,7871945.0,7871945.0,0.0,0.0,0.0,0.0,317004.0,RICARDO MORALES 2994 BX 82,7755610.0,0.0,20689.0,N,,0.0,U,Z,,HMA070,,,,,,,,,,SAN MIGUEL,HMA070,XIII Región Metropolitana,44.0,0.0,61.0,0.0,0.0,0.0,4.0,78.0,0.0,"14,07 UF",HMA070,, 110 - 840  m²,,$317.004,,ESTACIONAMIENTO,2022.0,14.0,RAV NO AGRICOLA 2022,1.0,m²,m²,HMA070,SAN MIGUEL,XIII Región Metropolitana,44.0,0.0,61.0,0.0,0.0,0.0,4.0,78.0,0.0,"14,07 UF",PRIMER SEMESTRE DE 2026,16106.0,127553317.0,1956.0,90208.0,346583.6417,6294132.4556,,0.0,PREDIOS_NACIONAL,URBANA,988.0,1_contains,3403.0832457414044,41378.0,Z,7755610.0,0.0,0.0,U,RICARDO MORALES 2994 BX 82,16106.0,1956.0,90208.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,2017.0,2017.0,B,4,15.0,N,Estacionamiento,282.9281360184239
16106|01952|00240,16106.0,1952.0,240.0,01952-00240,True,200.0,SAN MIGUEL,LLANO SUBERCASEAUX 3003 BX 19 ,-33.481867,-70.649931,2604309.0,2604309.0,0.0,0.0,0.0,0.0,442048.0,LLANO SUBERCASEAUX 3003 BX 19,2565822.0,0.0,6845.0,N,,0.0,U,Z,,XMB068,,,,,,,,,,SAN MIGUEL,XMB068,XIII Región Metropolitana,184.0,7.0,246.0,0.0,25.0,0.0,2.0,295.0,0.0,"19,62 UF",XMB068,, 260 - 1.670  m²,,$442.048,,ESTACIONAMIENTO,2022.0,14.0,RAV NO AGRICOLA 2022,1.0,m²,m²,XMB068,SAN MIGUEL,XIII Región Metropolitana,184.0,7.0,246.0,0.0,25.0,0.0,2.0,295.0,0.0,"19,62 UF",PRIMER SEMESTRE DE 2026,16106.0,127526321.0,1952.0,90195.0,346705.23415,6294073.3446,,0.0,PREDIOS_NACIONAL,URBANA,1091.0,1_contains,1652.2409565466846,13690.0,Z,2565822.0,0.0,0.0,U,LLANO SUBERCASEAUX 3003 BX 19,16106.0,1952.0,90195.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,1997.0,1997.0,GA,3,1.0,N,Estacionamiento,288.71007163508284
16106|01958|00081,16106.0,1958.0,81.0,01958-00081,True,200.0,SAN MIGUEL,LLANO SUBERCASEAUX 2909 DP 1202 ,-33.481214,-70.649741,50108597.0,0.0,50108597.0,0.0,0.0,0.0,442048.0,LLANO SUBERCASEAUX 2909 DP 1202,49368073.0,49368073.0,0.0,N,,2028.0,U,H,,XMB068,,,,,,,,,,SAN MIGUEL,XMB068,XIII Región Metropolitana,184.0,7.0,246.0,0.0,25.0,0.0,2.0,295.0,0.0,"19,62 UF",XMB068,, 260 - 1.670  m²,,$442.048,,HABITACIONAL,2022.0,14.0,RAV NO AGRICOLA 2022,1.0,m²,m²,XMB068,SAN MIGUEL,XIII Región Metropolitana,184.0,7.0,246.0,0.0,25.0,0.0,2.0,295.0,0.0,"19,62 UF",PRIMER SEMESTRE DE 2026,16106.0,127538123.0,1958.0,90001.0,346721.72495,6294146.0434,,0.0,PREDIOS_NACIONAL,URBANA,969.0,1_contains,3561.505097560483,0.0,H,49368073.0,49368073.0,0.0,U,LLANO SUBERCASEAUX 2909 DP 1202,16106.0,1958.0,90001.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,33.0,2008.0,2008.0,B,2,21.0,N,Habitacional,214.1046182403918
16106|00354|00274,16106.0,354.0,274.0,00354-00274,True,200.0,SAN MIGUEL,MILAN 1259 BX 58 BD 56 ,-33.47732,-70.650274,20192741.0,20192741.0,0.0,0.0,0.0,0.0,266986.0,MILAN 1259 BX 58 BD 56,19894325.0,0.0,53069.0,N,,0.0,U,Z,,HBB001,,,,,,,,,,SAN MIGUEL,HBB001,XIII Región Metropolitana,54.0,3.0,63.0,1.0,1.0,0.0,51.0,52.0,1.0,"11,85 UF",HBB001,, 40 - 550  m²,,$266.986,,ESTACIONAMIENTO,2022.0,14.0,RAV NO AGRICOLA 2022,1.0,m²,m²,HBB001,SAN MIGUEL,XIII Región Metropolitana,54.0,3.0,63.0,1.0,1.0,0.0,51.0,52.0,1.0,"11,85 UF",PRIMER SEMESTRE DE 2026,16106.0,127540523.0,354.0,90180.0,346665.38095,6294576.96775,,0.0,PREDIOS_NACIONAL,URBANA,18.0,1_contains,2343.6092519159283,106138.0,Z,19894325.0,0.0,0.0,U,MILAN 1259 BX 58 BD 56,16106.0,354.0,90180.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,28.0,2004.0,2004.0,B,4,16.0,N,Estacionamiento,120.91545218107692
16106|01760|00086,16106.0,1760.0,86.0,01760-00086,True,200.0,SAN MIGUEL,ARCADIA 1431 BX 107 ,-33.479395,-70.652993,6612273.0,6612273.0,0.0,0.0,0.0,0.0,259551.0,ARCADIA 1431 BX 107,6514554.0,0.0,17378.0,N,,0.0,U,Z,,HMB005,,,,,,,,,,SAN MIGUEL,HMB005,XIII Región Metropolitana,267.0,3.0,285.0,1.0,0.0,1.0,22.0,356.0,1.0,"11,52 UF",HMB005,, 180 - 440  m²,,$259.551,,ESTACIONAMIENTO,2022.0,14.0,RAV NO AGRICOLA 2022,1.0,m²,m²,HMB005,SAN MIGUEL,XIII Región Metropolitana,267.0,3.0,285.0,1.0,0.0,1.0,22.0,356.0,1.0,"11,52 UF",PRIMER SEMESTRE DE 2026,16106.0,127548719.0,1761.0,90017.0,346416.31483125,6294342.9243125,,0.0,PREDIOS_NACIONAL,URBANA,520.0,1_contains,3720.90761362951,34756.0,Z,6514554.0,0.0,0.0,U,ARCADIA 1431 BX 107,16106.0,1761.0,90017.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,2023.0,2023.0,B,4,17.0,N,Estacionamiento,250.86431013578272
16106|00848|00755,16106.0,848.0,755.0,00848-00755,True,200.0,SAN MIGUEL,RIVAS 1050 BD 205 ,-33.479299,-70.647374,1561676.0,1561676.0,0.0,0.0,0.0,0.0,194438.0,RIVAS 1050 BD 205,1538597.0,0.0,4104.0,N,,0.0,U,L,,XBB002,,,,,,,,,,SAN MIGUEL,XBB002,XIII Región Metropolitana,350.0,8.0,279.0,7.0,1.0,1.0,17.0,439.0,4.0,"8,63 UF",XBB002,, 70 - 540  m²,,$194.438,,BODEGA Y ALMACENAJE,2022.0,14.0,RAV NO AGRICOLA 2022,1.0,m²,m²,XBB002,SAN MIGUEL,XIII Región Metropolitana,350.0,8.0,279.0,7.0,1.0,1.0,17.0,439.0,4.0,"8,63 UF",PRIMER SEMESTRE DE 2026,16106.0,151458497.0,848.0,90029.0,346938.33685,6294361.8048,,0.0,PREDIOS_NACIONAL,URBANA,568.0,1_contains,8347.324934022563,8208.0,L,1538597.0,0.0,0.0,U,RIVAS 1050 BD 205,16106.0,848.0,90029.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2018.0,2018.0,B,4,25.0,N,Bodega / Almacenaje,182.4072704445809
16106|01760|00808,16106.0,1760.0,808.0,01760-00808,True,200.0,SAN MIGUEL,ARCADIA 1431 BD 407 ,-33.479395,-70.652993,1551359.0,1551359.0,0.0,0.0,0.0,0.0,259551.0,ARCADIA 1431 BD 407,1528433.0,0.0,4078.0,N,,0.0,U,L,,HMB005,,,,,,,,,,SAN MIGUEL,HMB005,XIII Región Metropolitana,267.0,3.0,285.0,1.0,0.0,1.0,22.0,356.0,1.0,"11,52 UF",HMB005,, 180 - 440  m²,,$259.551,,BODEGA Y ALMACENAJE,2022.0,14.0,RAV NO AGRICOLA 2022,1.0,m²,m²,HMB005,SAN MIGUEL,XIII Región Metropolitana,267.0,3.0,285.0,1.0,0.0,1.0,22.0,356.0,1.0,"11,52 UF",PRIMER SEMESTRE DE 2026,16106.0,127548719.0,1761.0,90017.0,346416.31483125,6294342.9243125,,0.0,PREDIOS_NACIONAL,URBANA,520.0,1_contains,3720.90761362951,8156.0,L,1528433.0,0.0,0.0,U,ARCADIA 1431 BD 407,16106.0,1761.0,90017.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2020.0,2020.0,B,4,16.0,N,Bodega / Almacenaje,250.86431013578272
16106|00848|00446,16106.0,848.0,446.0,00848-00446,True,200.0,SAN MIGUEL,RIVAS 1050 BX 38 ,-33.479299,-70.647374,7189650.0,7189650.0,0.0,0.0,0.0,0.0,194438.0,RIVAS 1050 BX 38,7083399.0,0.0,18896.0,N,,0.0,U,Z,,XBB002,,,,,,,,,,SAN MIGUEL,XBB002,XIII Región Metropolitana,350.0,8.0,279.0,7.0,1.0,1.0,17.0,439.0,4.0,"8,63 UF",XBB002,, 70 - 540  m²,,$194.438,,ESTACIONAMIENTO,2022.0,14.0,RAV NO AGRICOLA 2022,1.0,m²,m²,XBB002,SAN MIGUEL,XIII Región Metropolitana,350.0,8.0,279.0,7.0,1.0,1.0,17.0,439.0,4.0,"8,63 UF",PRIMER SEMESTRE DE 2026,16106.0,151458497.0,848.0,90029.0,346938.33685,6294361.8048,,0.0,PREDIOS_NACIONAL,URBANA,568.0,1_contains,8347.324934022563,37792.0,Z,7083399.0,0.0,0.0,U,RIVAS 1050 BX 38,16106.0,848.0,90029.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,2018.0,2018.0,B,4,25.0,N,Estacionamiento,182.4072704445809
16106|01956|00362,16106.0,1956.0,362.0,01956-00362,True,200.0,SAN MIGUEL,RICARDO MORALES 2994 BX 46 BD 36,-33.481316,-70.651229,10072767.0,10072767.0,0.0,0.0,0.0,0.0,317004.0,RICARDO MORALES 2994 BX 46,9923908.0,0.0,26472.0,N,,0.0,U,Z,,HMA070,,,,,,,,,,SAN MIGUEL,HMA070,XIII Región Metropolitana,44.0,0.0,61.0,0.0,0.0,0.0,4.0,78.0,0.0,"14,07 UF",HMA070,, 110 - 840  m²,,$317.004,,ESTACIONAMIENTO,2022.0,14.0,RAV NO AGRICOLA 2022,1.0,m²,m²,HMA070,SAN MIGUEL,XIII Región Metropolitana,44.0,0.0,61.0,0.0,0.0,0.0,4.0,78.0,0.0,"14,07 UF",PRIMER SEMESTRE DE 2026,16106.0,127553317.0,1956.0,90208.0,346583.6417,6294132.4556,,0.0,PREDIOS_NACIONAL,URBANA,988.0,1_contains,3403.0832457414044,52944.0,Z,9923908.0,0.0,0.0,U,RICARDO MORALES 2994 BX 46,16106.0,1956.0,90208.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,19.0,2017.0,2017.0,B,4,15.0,N,Estacionamiento,282.9281360184239
16106|00354|00093,16106.0,354.0,93.0,00354-00093,True,200.0,SAN MIGUEL,MILAN 1359 BD 17 ,-33.477287,-70.650846,1630117.0,1630117.0,0.0,0.0,0.0,0.0,266986.0,MILAN 1359 BD 17,1606027.0,0.0,4285.0,N,,0.0,U,L,,HBB001,,,,,,,,,,SAN MIGUEL,HBB001,XIII Región Metropolitana,54.0,3.0,63.0,1.0,1.0,0.0,51.0,52.0,1.0,"11,85 UF",HBB001,, 40 - 550  m²,,$266.986,,BODEGA Y ALMACENAJE,2022.0,14.0,RAV NO AGRICOLA 2022,1.0,m²,m²,HBB001,SAN MIGUEL,XIII Región Metropolitana,54.0,3.0,63.0,1.0,1.0,0.0,51.0,52.0,1.0,"11,85 UF",PRIMER SEMESTRE DE 2026,16106.0,127540589.0,354.0,90012.0,346612.17885,6294579.79005,,0.0,PREDIOS_NACIONAL,URBANA,15.0,1_contains,2767.8802664355203,8570.0,L,1606027.0,0.0,0.0,U,MILAN 1359 BD 17,16106.0,354.0,90012.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2001.0,2001.0,B,4,17.0,N,Bodega / Almacenaje,123.73142470867741
16106|00648|00523,16106.0,648.0,523.0,00648-00523,True,200.0,SAN MIGUEL,RIVAS 1061 BD 294 ,-33.478188,-70.647421,1320743.0,1320743.0,0.0,0.0,0.0,0.0,194438.0,RIVAS 1061 BD 294,1301224.0,0.0,3472.0,N,,0.0,U,L,,XBB002,,,,,,,,,,SAN MIGUEL,XBB002,XIII Región Metropolitana,350.0,8.0,279.0,7.0,1.0,1.0,17.0,439.0,4.0,"8,63 UF",XBB002,, 70 - 540  m²,,$194.438,,BODEGA Y ALMACENAJE,2022.0,14.0,RAV NO AGRICOLA 2022,1.0,m²,m²,XBB002,SAN MIGUEL,XIII Región Metropolitana,350.0,8.0,279.0,7.0,1.0,1.0,17.0,439.0,4.0,"8,63 UF",PRIMER SEMESTRE DE 2026,16106.0,127553465.0,648.0,90034.0,346932.0114,6294484.9651,,0.0,PREDIOS_NACIONAL,URBANA,283.0,1_contains,6558.147587851101,6944.0,L,1301224.0,0.0,0.0,U,RIVAS 1061 BD 294,16106.0,648.0,90034.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2019.0,2019.0,B,4,19.0,N,Bodega / Almacenaje,217.8908005071924
16106|00648|00385,16106.0,648.0,385.0,00648-00385,True,200.0,SAN MIGUEL,RIVAS 1061 BX 255 ,-33.478188,-70.647421,5870153.0,5870153.0,0.0,0.0,0.0,0.0,194438.0,RIVAS 1061 BX 255,5783402.0,0.0,15428.0,N,,0.0,U,Z,,XBB002,,,,,,,,,,SAN MIGUEL,XBB002,XIII Región Metropolitana,350.0,8.0,279.0,7.0,1.0,1.0,17.0,439.0,4.0,"8,63 UF",XBB002,, 70 - 540  m²,,$194.438,,ESTACIONAMIENTO,2022.0,14.0,RAV NO AGRICOLA 2022,1.0,m²,m²,XBB002,SAN MIGUEL,XIII Región Metropolitana,350.0,8.0,279.0,7.0,1.0,1.0,17.0,439.0,4.0,"8,63 UF",PRIMER SEMESTRE DE 2026,16106.0,127553465.0,648.0,90034.0,346932.0114,6294484.9651,,0.0,PREDIOS_NACIONAL,URBANA,283.0,1_contains,6558.147587851101,30856.0,Z,5783402.0,0.0,0.0,U,RIVAS 1061 BX 255,16106.0,648.0,90034.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,2019.0,2019.0,B,4,19.0,N,Estacionamiento,217.8908005071924
16106|00648|00307,16106.0,648.0,307.0,00648-00307,True,200.0,SAN MIGUEL,RIVAS 1061 BD 122 ,-33.478188,-70.647421,1781981.0,1781981.0,0.0,0.0,0.0,0.0,194438.0,RIVAS 1061 BD 122,1755646.0,0.0,4684.0,N,,0.0,U,L,,XBB002,,,,,,,,,,SAN MIGUEL,XBB002,XIII Región Metropolitana,350.0,8.0,279.0,7.0,1.0,1.0,17.0,439.0,4.0,"8,63 UF",XBB002,, 70 - 540  m²,,$194.438,,BODEGA Y ALMACENAJE,2022.0,14.0,RAV NO AGRICOLA 2022,1.0,m²,m²,XBB002,SAN MIGUEL,XIII Región Metropolitana,350.0,8.0,279.0,7.0,1.0,1.0,17.0,439.0,4.0,"8,63 UF",PRIMER SEMESTRE DE 2026,16106.0,127553465.0,648.0,90034.0,346932.0114,6294484.9651,,0.0,PREDIOS_NACIONAL,URBANA,283.0,1_contains,6558.147587851101,9368.0,L,1755646.0,0.0,0.0,U,RIVAS 1061 BD 122,16106.0,648.0,90034.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2019.0,2019.0,B,4,19.0,N,Bodega / Almacenaje,217.8908005071924
16106|00648|00542,16106.0,648.0,542.0,00648-00542,True,200.0,SAN MIGUEL,RIVAS 1061 BD 321 ,-33.478188,-70.647421,1362723.0,1362723.0,0.0,0.0,0.0,0.0,194438.0,RIVAS 1061 BD 321,1342584.0,0.0,3582.0,N,,0.0,U,L,,XBB002,,,,,,,,,,SAN MIGUEL,XBB002,XIII Región Metropolitana,350.0,8.0,279.0,7.0,1.0,1.0,17.0,439.0,4.0,"8,63 UF",XBB002,, 70 - 540  m²,,$194.438,,BODEGA Y ALMACENAJE,2022.0,14.0,RAV NO AGRICOLA 2022,1.0,m²,m²,XBB002,SAN MIGUEL,XIII Región Metropolitana,350.0,8.0,279.0,7.0,1.0,1.0,17.0,439.0,4.0,"8,63 UF",PRIMER SEMESTRE DE 2026,16106.0,127553465.0,648.0,90034.0,346932.0114,6294484.9651,,0.0,PREDIOS_NACIONAL,URBANA,283.0,1_contains,6558.147587851101,7164.0,L,1342584.0,0.0,0.0,U,RIVAS 1061 BD 321,16106.0,648.0,90034.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2019.0,2019.0,B,4,19.0,N,Bodega / Almacenaje,217.8908005071924
16106|00648|00380,16106.0,648.0,380.0,00648-00380,True,200.0,SAN MIGUEL,RIVAS 1061 BX 250 ,-33.478188,-70.647421,5870153.0,5870153.0,0.0,0.0,0.0,0.0,194438.0,RIVAS 1061 BX 250,5783402.0,0.0,15428.0,N,,0.0,U,Z,,XBB002,,,,,,,,,,SAN MIGUEL,XBB002,XIII Región Metropolitana,350.0,8.0,279.0,7.0,1.0,1.0,17.0,439.0,4.0,"8,63 UF",XBB002,, 70 - 540  m²,,$194.438,,ESTACIONAMIENTO,2022.0,14.0,RAV NO AGRICOLA 2022,1.0,m²,m²,XBB002,SAN MIGUEL,XIII Región Metropolitana,350.0,8.0,279.0,7.0,1.0,1.0,17.0,439.0,4.0,"8,63 UF",PRIMER SEMESTRE DE 2026,16106.0,127553465.0,648.0,90034.0,346932.0114,6294484.9651,,0.0,PREDIOS_NACIONAL,URBANA,283.0,1_contains,6558.147587851101,30856.0,Z,5783402.0,0.0,0.0,U,RIVAS 1061 BX 250,16106.0,648.0,90034.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,2019.0,2019.0,B,4,19.0,N,Estacionamiento,217.8908005071924
16106|00848|00033,16106.0,848.0,33.0,00848-00033,True,200.0,SAN MIGUEL,RIVAS 1050 DP 25 A ,-33.479299,-70.647374,38008269.0,0.0,38008269.0,0.0,0.0,0.0,194438.0,RIVAS 1050 DP 25 A,37446568.0,37446568.0,0.0,N,,2038.0,U,H,,XBB002,,,,,,,,,,SAN MIGUEL,XBB002,XIII Región Metropolitana,350.0,8.0,279.0,7.0,1.0,1.0,17.0,439.0,4.0,"8,63 UF",XBB002,, 70 - 540  m²,,$194.438,,HABITACIONAL,2022.0,14.0,RAV NO AGRICOLA 2022,1.0,m²,m²,XBB002,SAN MIGUEL,XIII Región Metropolitana,350.0,8.0,279.0,7.0,1.0,1.0,17.0,439.0,4.0,"8,63 UF",PRIMER SEMESTRE DE 2026,16106.0,151458497.0,848.0,90029.0,346938.33685,6294361.8048,,0.0,PREDIOS_NACIONAL,URBANA,568.0,1_contains,8347.324934022563,0.0,H,37446568.0,37446568.0,0.0,U,RIVAS 1050 DP 25 A,16106.0,848.0,90029.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,29.0,2018.0,2018.0,B,3,25.0,N,Habitacional,182.4072704445809
16106|00648|00544,16106.0,648.0,544.0,00648-00544,True,200.0,SAN MIGUEL,RIVAS 1061 BD 323 ,-33.478188,-70.647421,1781981.0,1781981.0,0.0,0.0,0.0,0.0,194438.0,RIVAS 1061 BD 323,1755646.0,0.0,4684.0,N,,0.0,U,L,,XBB002,,,,,,,,,,SAN MIGUEL,XBB002,XIII Región Metropolitana,350.0,8.0,279.0,7.0,1.0,1.0,17.0,439.0,4.0,"8,63 UF",XBB002,, 70 - 540  m²,,$194.438,,BODEGA Y ALMACENAJE,2022.0,14.0,RAV NO AGRICOLA 2022,1.0,m²,m²,XBB002,SAN MIGUEL,XIII Región Metropolitana,350.0,8.0,279.0,7.0,1.0,1.0,17.0,439.0,4.0,"8,63 UF",PRIMER SEMESTRE DE 2026,16106.0,127553465.0,648.0,90034.0,346932.0114,6294484.9651,,0.0,PREDIOS_NACIONAL,URBANA,283.0,1_contains,6558.147587851101,9368.0,L,1755646.0,0.0,0.0,U,RIVAS 1061 BD 323,16106.0,648.0,90034.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2019.0,2019.0,B,4,19.0,N,Bodega / Almacenaje,217.8908005071924
16106|01960|00049,16106.0,1960.0,49.0,01960-00049,True,200.0,SAN MIGUEL,M VICUNA 1402 DP 204 EL LLANO,-33.4806,-70.651835,51163632.0,0.0,51163632.0,0.0,0.0,0.0,317004.0,M VICUNA 1402 DP 204,50407517.0,50407517.0,0.0,N,,2003.0,U,H,,HMA070,,,,,,,,,,SAN MIGUEL,HMA070,XIII Región Metropolitana,44.0,0.0,61.0,0.0,0.0,0.0,4.0,78.0,0.0,"14,07 UF",HMA070,, 110 - 840  m²,,$317.004,,HABITACIONAL,2022.0,14.0,RAV NO AGRICOLA 2022,1.0,m²,m²,HMA070,SAN MIGUEL,XIII Región Metropolitana,44.0,0.0,61.0,0.0,0.0,0.0,4.0,78.0,0.0,"14,07 UF",PRIMER SEMESTRE DE 2026,16106.0,127531931.0,1960.0,90019.0,346526.10995,6294210.95615,,0.0,PREDIOS_NACIONAL,URBANA,819.0,1_contains,1797.8250218364994,0.0,H,50407517.0,50407517.0,0.0,U,M VICUNA 1402 DP 204,16106.0,1960.0,90019.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,72.0,1983.0,1983.0,B,3,4.0,N,Habitacional,261.18148980233354
16106|01760|00077,16106.0,1760.0,77.0,01760-00077,True,200.0,SAN MIGUEL,ARCADIA 1431 BX 98 ,-33.479395,-70.652993,6549762.0,6549762.0,0.0,0.0,0.0,0.0,259551.0,ARCADIA 1431 BX 98,6452967.0,0.0,17214.0,N,,0.0,U,Z,,HMB005,,,,,,,,,,SAN MIGUEL,HMB005,XIII Región Metropolitana,267.0,3.0,285.0,1.0,0.0,1.0,22.0,356.0,1.0,"11,52 UF",HMB005,, 180 - 440  m²,,$259.551,,ESTACIONAMIENTO,2022.0,14.0,RAV NO AGRICOLA 2022,1.0,m²,m²,HMB005,SAN MIGUEL,XIII Región Metropolitana,267.0,3.0,285.0,1.0,0.0,1.0,22.0,356.0,1.0,"11,52 UF",PRIMER SEMESTRE DE 2026,16106.0,127548719.0,1761.0,90017.0,346416.31483125,6294342.9243125,,0.0,PREDIOS_NACIONAL,URBANA,520.0,1_contains,3720.90761362951,34428.0,Z,6452967.0,0.0,0.0,U,ARCADIA 1431 BX 98,16106.0,1761.0,90017.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,2020.0,2020.0,B,4,16.0,N,Estacionamiento,250.86431013578272
